match_id,team,FG,FGA,FGp,3P,3PA,3Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,CLE,45,94,0.479,13,35,0.371,14,19,0.737,11,40,51,31,12,5,14,22,117
0,NYK,32,87,0.368,9,27,0.333,15,20,0.750,13,29,42,17,6,6,18,22,88
1,GSW,40,85,0.471,7,33,0.212,13,18,0.722,8,27,35,24,11,6,16,19,100
1,SAS,47,98,0.480,12,24,0.500,23,26,0.885,21,34,55,25,13,3,13,19,129
2,POR,39,75,0.520,13,19,0.684,22,22,1.000,5,29,34,22,5,3,12,18,113
2,UTA,40,82,0.488,8,24,0.333,16,16,1.000,6,25,31,19,9,5,11,19,104
3,BOS,48,89,0.539,11,32,0.344,15,18,0.833,12,35,47,36,13,9,19,20,122
3,BRK,43,97,0.443,15,44,0.341,16,20,0.800,15,29,44,22,8,3,16,19,117
4,DAL,45,104,0.433,18,48,0.375,13,18,0.722,10,39,49,26,8,8,15,27,121
4,IND,47,93,0.505,10,19,0.526,26,34,0.765,8,44,52,30,11,6,16,23,130
5,HOU,44,86,0.512,7,29,0.241,19,27,0.704,10,29,39,29,10,1,14,23,114
5,LAL,45,89,0.506,12,35,0.343,18,22,0.818,11,28,39,21,10,4,15,24,120
6,MEM,36,80,0.450,11,24,0.458,19,27,0.704,11,34,45,19,6,11,13,25,102
6,MIN,36,86,0.419,6,18,0.333,20,29,0.690,15,30,45,20,6,5,10,23,98
7,CHO,40,89,0.449,7,23,0.304,20,24,0.833,11,40,51,27,5,10,10,22,107
7,MIL,39,92,0.424,3,16,0.188,15,20,0.750,10,36,46,23,4,5,8,22,96
8,DEN,37,83,0.446,8,24,0.333,25,33,0.758,11,47,58,18,7,4,24,22,107
8,NOP,38,92,0.413,3,19,0.158,23,26,0.885,5,28,33,31,16,5,11,29,102
9,MIA,47,97,0.485,4,16,0.250,10,16,0.625,16,36,52,27,5,7,10,22,108
9,ORL,34,89,0.382,6,18,0.333,22,28,0.786,15,30,45,20,5,4,11,15,96
10,OKC,39,94,0.415,6,22,0.273,19,26,0.731,13,40,53,19,7,3,10,23,103
10,PHI,36,84,0.429,7,24,0.292,18,25,0.720,5,38,43,21,5,10,13,22,97
11,PHO,36,77,0.468,4,16,0.250,18,27,0.667,10,31,41,20,6,3,18,29,94
11,SAC,44,86,0.512,6,21,0.286,19,26,0.731,10,31,41,24,5,5,13,20,113
12,DET,35,84,0.417,4,22,0.182,17,22,0.773,8,32,40,17,8,0,13,24,91
12,TOR,41,86,0.477,3,18,0.167,24,29,0.828,14,37,51,17,8,0,11,22,109
13,ATL,44,88,0.500,12,26,0.462,14,18,0.778,14,38,52,28,13,7,21,19,114
13,WAS,40,94,0.426,6,20,0.300,13,18,0.722,12,28,40,25,14,4,19,20,99
14,BOS,38,76,0.500,8,23,0.348,15,24,0.625,3,33,36,22,6,6,11,25,99
14,CHI,36,92,0.391,11,25,0.440,22,30,0.733,18,37,55,25,5,1,12,21,105
15,LAC,37,91,0.407,8,29,0.276,32,46,0.696,15,33,48,12,10,4,7,25,114
15,POR,39,85,0.459,4,18,0.222,24,32,0.750,9,39,48,18,4,4,14,34,106
16,SAC,28,70,0.400,6,20,0.300,32,38,0.842,6,34,40,22,7,0,15,21,94
16,SAS,36,79,0.456,6,18,0.333,24,27,0.889,9,31,40,23,10,8,9,26,102
17,BRK,38,87,0.437,10,33,0.303,17,20,0.850,12,40,52,20,6,4,16,23,103
17,IND,37,98,0.378,7,24,0.292,13,20,0.650,14,35,49,22,7,6,13,22,94
18,DAL,35,80,0.438,8,29,0.276,20,24,0.833,6,28,34,13,11,2,9,21,98
18,HOU,33,70,0.471,15,32,0.469,25,31,0.806,5,36,41,21,6,1,18,22,106
19,DET,48,95,0.505,7,19,0.368,5,6,0.833,9,44,53,27,8,4,12,11,108
19,ORL,33,95,0.347,8,26,0.308,8,12,0.667,14,30,44,20,8,3,9,13,82
20,CHO,35,92,0.380,7,22,0.318,20,24,0.833,13,36,49,20,10,9,8,20,97
20,MIA,32,86,0.372,14,34,0.412,13,20,0.650,11,41,52,19,2,4,19,23,91
21,GSW,44,91,0.484,9,28,0.321,25,28,0.893,9,40,49,32,8,2,14,22,122
21,NOP,47,100,0.470,5,22,0.227,15,23,0.652,12,37,49,29,8,5,13,24,114
22,OKC,40,96,0.417,5,21,0.238,28,38,0.737,14,43,57,13,11,3,22,24,113
22,PHO,42,94,0.447,5,28,0.179,21,32,0.656,7,37,44,15,11,3,15,29,110
23,CLE,33,79,0.418,12,32,0.375,16,22,0.727,9,31,40,20,8,3,17,15,94
23,TOR,35,90,0.389,4,16,0.250,17,18,0.944,18,33,51,12,9,3,18,20,91
24,LAL,32,84,0.381,9,23,0.391,16,21,0.762,11,32,43,16,6,7,14,29,89
24,UTA,31,75,0.413,6,25,0.240,28,40,0.700,13,34,47,14,4,7,14,18,96
25,CHI,45,86,0.523,9,21,0.429,19,21,0.905,13,34,47,34,8,6,12,14,118
25,IND,43,88,0.489,7,18,0.389,8,9,0.889,8,25,33,34,8,7,13,16,101
26,BOS,39,81,0.481,15,31,0.484,11,17,0.647,4,38,42,25,4,6,13,26,104
26,CHO,32,79,0.405,9,32,0.281,25,33,0.758,6,32,38,22,8,6,8,17,98
27,CLE,36,88,0.409,11,37,0.297,22,30,0.733,13,27,40,17,8,6,9,27,105
27,ORL,38,84,0.452,8,28,0.286,15,26,0.577,13,37,50,21,6,5,20,23,99
28,DEN,38,100,0.380,6,23,0.261,31,39,0.795,16,45,61,19,10,5,17,21,113
28,POR,45,98,0.459,10,32,0.312,15,21,0.714,5,40,45,23,10,8,15,30,115
29,BRK,37,84,0.440,11,34,0.324,23,28,0.821,11,34,45,23,12,6,18,22,108
29,MIL,41,88,0.466,8,22,0.364,20,24,0.833,8,36,44,25,14,5,14,23,110
30,MEM,37,86,0.430,9,25,0.360,21,26,0.808,11,29,40,19,3,2,12,30,104
30,NYK,40,76,0.526,6,21,0.286,25,39,0.641,6,35,41,24,4,4,12,25,111
31,ATL,42,85,0.494,5,20,0.250,15,23,0.652,6,41,47,31,11,7,12,14,104
31,PHI,28,80,0.350,5,18,0.278,11,15,0.733,4,35,39,16,9,5,20,20,72
32,MIN,37,70,0.529,7,22,0.318,22,31,0.710,7,29,36,19,6,5,11,25,103
32,SAC,39,85,0.459,9,26,0.346,19,25,0.760,11,20,31,24,6,5,13,24,106
33,NOP,32,86,0.372,4,22,0.182,11,15,0.733,7,38,45,14,6,5,9,19,79
33,SAS,35,83,0.422,10,24,0.417,18,23,0.783,6,44,50,21,6,7,9,15,98
34,DET,39,88,0.443,5,20,0.250,15,20,0.750,16,42,58,23,8,4,15,14,98
34,MIL,34,87,0.391,4,17,0.235,11,14,0.786,10,30,40,22,10,4,12,16,83
35,DAL,32,86,0.372,11,31,0.355,17,20,0.850,13,30,43,17,8,3,9,17,92
35,HOU,34,81,0.420,11,31,0.355,14,21,0.667,9,38,47,16,5,4,17,21,93
36,LAC,34,83,0.410,6,27,0.222,14,20,0.700,14,35,49,17,8,4,13,14,88
36,UTA,29,73,0.397,7,19,0.368,10,13,0.769,7,36,43,18,8,2,18,22,75
37,MEM,39,88,0.443,15,31,0.484,19,26,0.731,11,36,47,24,9,2,14,26,112
37,WAS,38,86,0.442,5,25,0.200,22,25,0.880,8,32,40,19,8,4,14,23,103
38,MIA,37,80,0.462,7,20,0.350,18,26,0.692,6,30,36,19,7,6,12,24,99
38,SAS,37,82,0.451,10,18,0.556,22,26,0.846,14,30,44,20,4,5,15,26,106
39,LAL,35,87,0.402,7,32,0.219,19,24,0.792,11,30,41,20,15,2,21,18,96
39,OKC,45,95,0.474,9,26,0.346,14,17,0.824,10,35,45,29,15,6,19,22,113
40,GSW,35,83,0.422,8,29,0.276,28,33,0.848,7,36,43,27,6,5,15,23,106
40,PHO,37,90,0.411,8,23,0.348,18,25,0.720,11,39,50,19,10,6,11,26,100
41,ATL,33,79,0.418,11,30,0.367,29,47,0.617,17,26,43,24,11,6,13,20,106
41,SAC,36,75,0.480,10,23,0.435,13,19,0.684,6,32,38,26,10,6,19,34,95
42,BRK,33,96,0.344,5,31,0.161,17,21,0.810,16,29,45,14,12,3,15,15,88
42,CHI,45,89,0.506,11,27,0.407,17,18,0.944,13,45,58,26,9,9,19,22,118
43,LAC,40,80,0.500,6,16,0.375,30,38,0.789,5,39,44,21,8,4,16,23,116
43,PHO,35,84,0.417,5,15,0.333,23,31,0.742,10,34,44,19,11,0,20,33,98
44,DEN,33,81,0.407,9,22,0.409,27,35,0.771,11,35,46,14,2,9,8,18,102
44,TOR,41,88,0.466,4,16,0.250,19,25,0.760,11,32,43,16,7,9,7,28,105
45,CLE,43,83,0.518,16,32,0.500,26,31,0.839,12,34,46,22,4,2,11,21,128
45,HOU,43,90,0.478,17,44,0.386,17,25,0.680,11,21,32,30,5,2,7,25,120
46,DET,41,89,0.461,8,13,0.615,12,21,0.571,10,38,48,19,7,5,10,16,102
46,NYK,35,86,0.407,7,22,0.318,12,15,0.800,8,35,43,18,6,9,11,20,89
47,IND,41,87,0.471,10,28,0.357,23,29,0.793,11,32,43,19,10,8,15,20,115
47,LAL,40,89,0.449,6,28,0.214,22,25,0.880,11,33,44,14,8,2,19,25,108
48,MIA,37,86,0.430,13,29,0.448,21,29,0.724,6,39,45,24,10,9,15,21,108
48,SAC,34,89,0.382,5,23,0.217,23,27,0.852,9,44,53,12,4,4,15,23,96
49,MEM,27,75,0.360,4,24,0.167,22,29,0.759,8,24,32,10,17,4,20,22,80
49,MIN,43,78,0.551,12,20,0.600,18,23,0.783,10,40,50,29,10,5,21,22,116
50,MIL,44,91,0.484,10,32,0.312,19,21,0.905,11,38,49,30,9,5,15,25,117
50,NOP,36,82,0.439,9,26,0.346,32,41,0.780,9,33,42,23,13,5,13,17,113
51,ORL,42,93,0.452,6,25,0.240,13,17,0.765,12,27,39,29,7,6,10,15,103
51,PHI,40,81,0.494,9,20,0.450,12,16,0.750,7,35,42,28,5,8,15,20,101
52,GSW,50,89,0.562,10,26,0.385,17,23,0.739,7,38,45,36,14,4,16,19,127
52,POR,37,86,0.430,14,39,0.359,16,21,0.762,6,26,32,23,12,4,18,17,104
53,SAS,33,76,0.434,6,20,0.300,19,21,0.905,4,30,34,19,6,5,9,15,91
53,UTA,38,76,0.500,15,31,0.484,15,18,0.833,2,37,39,22,5,8,10,20,106
54,ATL,41,85,0.482,11,32,0.344,23,29,0.793,10,27,37,30,10,1,18,19,116
54,LAL,48,90,0.533,9,22,0.409,18,20,0.900,11,31,42,24,11,9,15,25,123
55,BOS,41,87,0.471,14,32,0.438,11,17,0.647,10,29,39,28,10,4,12,24,107
55,CHI,35,81,0.432,7,20,0.350,23,31,0.742,15,34,49,21,7,7,19,19,100
56,BRK,41,76,0.539,13,27,0.481,14,17,0.824,5,40,45,27,10,3,19,23,109
56,DET,37,88,0.420,9,25,0.360,18,21,0.857,10,28,38,21,11,6,13,18,101
57,CHO,39,79,0.494,13,34,0.382,18,26,0.692,9,35,44,25,8,3,15,17,109
57,PHI,34,86,0.395,12,38,0.316,13,15,0.867,8,29,37,23,8,2,17,24,93
58,LAC,34,87,0.391,7,22,0.318,8,18,0.444,8,33,41,22,13,5,17,19,83
58,OKC,34,84,0.405,5,20,0.250,12,20,0.600,10,42,52,14,8,4,21,24,85
59,MEM,33,94,0.351,8,27,0.296,15,20,0.750,13,39,52,20,12,5,17,22,89
59,NOP,30,81,0.370,11,34,0.324,12,16,0.750,5,38,43,17,8,9,21,26,83
60,HOU,42,89,0.472,15,40,0.375,19,27,0.704,19,35,54,25,12,8,19,21,118
60,NYK,37,85,0.435,8,20,0.400,17,25,0.680,7,27,34,18,10,6,16,22,99
61,PHO,44,103,0.427,5,16,0.312,25,30,0.833,14,45,59,15,10,5,12,20,118
61,POR,42,101,0.416,12,33,0.364,19,21,0.905,10,43,53,25,8,8,14,23,115
62,DAL,33,77,0.429,7,26,0.269,8,10,0.800,6,30,36,18,4,4,12,20,81
62,UTA,35,77,0.455,12,25,0.480,15,26,0.577,7,34,41,18,6,3,12,21,97
63,TOR,43,77,0.558,10,25,0.400,17,25,0.680,4,27,31,21,16,2,13,24,113
63,WAS,42,72,0.583,3,10,0.300,16,24,0.667,6,30,36,21,8,5,20,20,103
64,BOS,46,96,0.479,11,32,0.344,19,22,0.864,10,29,39,25,4,6,8,28,122
64,CLE,41,84,0.488,14,34,0.412,32,37,0.865,7,35,42,24,6,6,8,19,128
65,GSW,46,89,0.517,14,30,0.467,16,20,0.800,15,31,46,27,9,14,15,18,122
65,OKC,35,87,0.402,10,27,0.370,16,28,0.571,13,28,41,20,8,6,16,20,96
66,IND,38,81,0.469,10,23,0.435,21,27,0.778,10,22,32,29,14,4,21,23,107
66,MIL,47,82,0.573,12,27,0.444,19,24,0.792,12,29,41,32,10,6,21,23,125
67,DEN,39,81,0.481,6,22,0.273,18,25,0.720,7,37,44,24,10,2,20,24,102
67,MIN,35,88,0.398,9,22,0.409,20,25,0.800,14,29,43,20,8,4,16,22,99
68,ORL,38,84,0.452,10,30,0.333,16,23,0.696,13,31,44,24,5,4,14,14,102
68,SAC,38,80,0.475,7,18,0.389,11,17,0.647,11,28,39,17,8,1,14,23,94
69,BRK,35,87,0.402,9,36,0.250,16,21,0.762,7,39,46,20,12,4,15,22,95
69,CHO,36,86,0.419,10,30,0.333,17,24,0.708,7,42,49,24,7,3,16,18,99
70,CHI,37,84,0.440,8,23,0.348,22,27,0.815,15,27,42,15,4,4,12,16,104
70,NYK,46,89,0.517,9,21,0.429,16,21,0.762,11,29,40,32,7,2,5,23,117
71,DAL,34,83,0.410,10,28,0.357,17,20,0.850,7,37,44,18,5,3,12,21,95
71,POR,36,80,0.450,12,31,0.387,21,26,0.808,7,35,42,21,9,3,14,20,105
72,GSW,39,86,0.453,5,32,0.156,14,20,0.700,9,31,40,26,13,3,20,13,97
72,LAL,45,95,0.474,8,30,0.267,19,21,0.905,16,35,51,26,9,5,16,19,117
73,LAC,32,85,0.376,8,27,0.296,27,33,0.818,11,36,47,19,17,6,11,23,99
73,MEM,31,84,0.369,9,26,0.346,17,22,0.773,13,35,48,26,4,9,18,28,88
74,NOP,43,94,0.457,10,30,0.333,15,28,0.536,6,37,43,28,7,13,8,21,111
74,PHO,40,93,0.430,8,24,0.333,24,28,0.857,12,47,59,18,7,2,15,27,112
75,MIA,34,88,0.386,9,28,0.321,10,15,0.667,12,31,43,19,10,5,13,22,87
75,TOR,37,84,0.440,6,25,0.240,16,18,0.889,13,37,50,14,7,5,15,16,96
76,SAS,37,83,0.446,6,20,0.300,20,22,0.909,9,40,49,17,9,8,11,25,100
76,UTA,30,80,0.375,11,26,0.423,15,24,0.625,9,33,42,15,7,4,12,19,86
77,ATL,32,83,0.386,5,25,0.200,23,36,0.639,10,37,47,22,12,3,18,24,92
77,WAS,31,80,0.388,5,20,0.250,28,35,0.800,11,35,46,13,7,3,19,23,95
78,ATL,45,85,0.529,8,20,0.400,14,24,0.583,13,31,44,29,17,6,19,13,112
78,HOU,37,85,0.435,12,36,0.333,11,13,0.846,12,31,43,22,9,7,26,26,97
79,DEN,31,94,0.330,7,25,0.280,17,20,0.850,16,32,48,15,8,2,16,15,86
79,DET,40,84,0.476,7,20,0.350,16,22,0.727,9,38,47,22,9,9,13,16,103
80,CHI,34,79,0.430,6,18,0.333,20,25,0.800,13,27,40,17,8,5,16,13,94
80,IND,46,86,0.535,12,26,0.462,7,12,0.583,8,28,36,27,8,9,11,20,111
81,MIL,41,82,0.500,14,33,0.424,21,25,0.840,17,36,53,28,12,10,15,22,117
81,SAC,33,84,0.393,10,28,0.357,15,19,0.789,13,23,36,27,8,3,14,19,91
82,MIN,33,84,0.393,4,19,0.211,22,29,0.759,17,24,41,12,7,8,17,19,92
82,OKC,45,86,0.523,7,16,0.438,15,24,0.625,11,30,41,24,9,9,12,21,112
83,ORL,31,78,0.397,9,28,0.321,17,27,0.630,10,33,43,21,4,6,8,16,88
83,WAS,34,86,0.395,6,17,0.353,12,17,0.706,14,35,49,11,4,5,10,23,86
84,CLE,37,91,0.407,14,38,0.368,14,18,0.778,11,38,49,23,10,5,16,15,102
84,PHI,40,87,0.460,14,38,0.368,7,12,0.583,5,40,45,21,9,9,17,23,101
85,LAC,47,91,0.516,9,23,0.391,13,14,0.929,7,34,41,24,8,6,8,19,116
85,SAS,30,74,0.405,10,25,0.400,22,25,0.880,7,33,40,19,5,5,15,18,92
86,BOS,41,90,0.456,8,25,0.320,17,21,0.810,11,28,39,31,3,4,11,24,107
86,DEN,44,84,0.524,11,23,0.478,24,31,0.774,9,38,47,21,7,6,17,23,123
87,DAL,33,88,0.375,9,38,0.237,11,12,0.917,10,36,46,14,12,2,15,20,86
87,MIL,30,82,0.366,6,29,0.207,9,12,0.750,9,42,51,14,11,2,27,26,75
88,LAL,41,90,0.456,10,23,0.435,27,35,0.771,15,38,53,22,8,5,19,22,119
88,PHO,40,91,0.440,6,20,0.300,22,28,0.786,11,29,40,20,8,2,17,30,108
89,MEM,31,81,0.383,6,26,0.231,26,32,0.812,12,32,44,15,9,5,13,20,94
89,POR,32,71,0.451,14,33,0.424,22,27,0.815,5,32,37,19,7,5,15,25,100
90,NYK,42,83,0.506,8,20,0.400,17,19,0.895,10,29,39,18,8,5,12,26,109
90,UTA,38,75,0.507,8,25,0.320,30,35,0.857,7,27,34,21,6,4,10,19,114
91,SAC,34,78,0.436,5,16,0.312,23,31,0.742,13,34,47,21,4,5,9,22,96
91,TOR,30,84,0.357,7,30,0.233,24,31,0.774,13,30,43,22,6,5,6,26,91
92,CHI,42,89,0.472,3,19,0.158,25,31,0.806,15,41,56,26,7,4,8,11,112
92,ORL,33,85,0.388,9,30,0.300,5,6,0.833,6,33,39,28,6,6,14,23,80
93,CHO,41,84,0.488,12,32,0.375,28,32,0.875,3,40,43,30,12,4,11,15,122
93,IND,40,94,0.426,9,33,0.273,11,15,0.733,12,40,52,23,8,4,18,25,100
94,GSW,45,90,0.500,16,35,0.457,10,12,0.833,10,28,38,35,14,4,15,17,116
94,NOP,39,80,0.488,7,21,0.333,21,27,0.778,11,32,43,26,8,1,19,16,106
95,DET,30,82,0.366,4,12,0.333,18,26,0.692,11,28,39,14,5,2,11,19,82
95,LAC,41,76,0.539,13,25,0.520,19,22,0.864,2,44,46,28,8,7,10,20,114
96,MIA,31,84,0.369,4,17,0.235,19,22,0.864,12,29,41,12,8,7,12,16,85
96,OKC,37,85,0.435,9,28,0.321,14,17,0.824,10,37,47,24,8,5,16,18,97
97,PHI,31,77,0.403,7,21,0.333,15,22,0.682,9,33,42,16,5,2,18,19,84
97,UTA,43,85,0.506,11,19,0.579,12,20,0.600,10,35,45,20,10,11,10,22,109
98,HOU,41,79,0.519,17,37,0.459,15,18,0.833,6,31,37,28,6,7,18,18,114
98,WAS,39,94,0.415,10,27,0.370,18,20,0.900,16,29,45,20,12,5,13,16,106
99,BRK,42,76,0.553,12,33,0.364,23,26,0.885,5,38,43,20,5,5,20,19,119
99,MIN,39,92,0.424,12,28,0.429,20,28,0.714,15,26,41,20,11,3,16,21,110
100,ATL,41,81,0.506,11,29,0.379,17,24,0.708,11,39,50,22,1,4,19,21,110
100,CLE,37,99,0.374,11,42,0.262,21,25,0.840,13,26,39,21,12,1,6,20,106
101,DAL,43,82,0.524,10,23,0.435,13,15,0.867,8,29,37,24,11,4,11,12,109
101,LAL,38,78,0.487,10,26,0.385,11,14,0.786,8,29,37,20,6,1,16,19,97
102,DEN,35,70,0.500,10,24,0.417,27,34,0.794,6,33,39,24,6,4,22,23,107
102,MEM,44,86,0.512,7,24,0.292,13,19,0.684,8,24,32,29,14,5,14,30,108
103,PHO,43,86,0.500,7,21,0.333,28,33,0.848,15,26,41,18,10,2,16,27,121
103,POR,45,81,0.556,14,31,0.452,20,28,0.714,7,28,35,22,5,4,20,27,124
104,NOP,38,84,0.452,5,21,0.238,13,18,0.722,7,33,40,23,5,9,10,23,94
104,SAC,39,81,0.481,8,25,0.320,16,20,0.800,5,34,39,24,7,5,10,21,102
105,ATL,42,83,0.506,9,20,0.450,22,27,0.815,13,35,48,24,8,7,21,20,115
105,CHI,41,91,0.451,9,27,0.333,16,21,0.762,8,23,31,24,14,3,13,21,107
106,CHO,38,82,0.463,8,26,0.308,20,29,0.690,5,32,37,24,8,3,8,19,104
106,UTA,38,82,0.463,8,34,0.235,14,18,0.778,10,36,46,24,5,6,12,22,98
107,DAL,34,86,0.395,6,28,0.214,21,28,0.750,13,29,42,20,10,2,7,20,95
107,GSW,43,74,0.581,17,33,0.515,13,22,0.591,5,34,39,33,3,5,15,22,116
108,IND,49,90,0.544,9,19,0.474,15,20,0.750,7,36,43,25,9,6,16,17,122
108,PHI,46,95,0.484,14,36,0.389,9,19,0.474,10,33,43,23,11,6,17,21,115
109,LAC,38,87,0.437,11,32,0.344,24,33,0.727,14,41,55,24,9,7,7,15,111
109,POR,31,88,0.352,6,30,0.200,12,14,0.857,11,36,47,16,4,3,14,23,80
110,BRK,33,79,0.418,11,33,0.333,19,27,0.704,7,33,40,19,9,4,18,20,96
110,NYK,44,92,0.478,10,30,0.333,12,17,0.706,9,41,50,25,11,5,14,21,110
111,OKC,31,74,0.419,12,34,0.353,28,31,0.903,11,28,39,18,6,5,19,21,102
111,TOR,43,83,0.518,11,26,0.423,15,22,0.682,7,28,35,25,10,6,11,24,112
112,MIN,45,87,0.517,13,23,0.565,20,26,0.769,10,35,45,27,8,5,6,23,123
112,ORL,38,85,0.447,8,24,0.333,23,30,0.767,12,27,39,20,2,5,9,19,107
113,DET,32,89,0.360,9,22,0.409,27,32,0.844,9,32,41,20,11,5,11,24,100
113,PHO,38,84,0.452,8,22,0.364,23,30,0.767,10,39,49,20,7,6,17,20,107
114,HOU,37,78,0.474,10,30,0.333,17,22,0.773,8,37,45,25,7,4,19,24,101
114,SAS,33,84,0.393,7,23,0.304,26,30,0.867,10,29,39,22,14,5,10,15,99
115,BOS,35,81,0.432,10,31,0.323,13,22,0.591,7,24,31,21,5,4,11,19,93
115,WAS,46,92,0.500,10,21,0.476,16,20,0.800,19,35,54,29,9,7,11,26,118
116,DEN,38,94,0.404,13,36,0.361,12,17,0.706,17,27,44,26,7,3,18,18,101
116,GSW,46,85,0.541,14,30,0.467,19,20,0.950,9,35,44,33,15,6,15,18,125
117,CHI,37,89,0.416,6,16,0.375,18,20,0.900,12,36,48,18,7,2,10,12,98
117,MIA,36,88,0.409,13,29,0.448,10,15,0.667,14,32,46,22,8,5,13,19,95
118,MIL,40,91,0.440,6,18,0.333,20,25,0.800,11,37,48,23,4,5,11,20,106
118,NOP,39,89,0.438,9,25,0.360,25,27,0.926,11,36,47,22,9,7,10,19,112
119,LAL,38,74,0.514,9,27,0.333,16,22,0.727,4,38,42,18,8,2,21,19,101
119,SAC,34,85,0.400,8,21,0.381,15,20,0.750,11,32,43,18,13,3,15,19,91
120,BOS,35,90,0.389,11,27,0.407,34,43,0.791,19,34,53,23,16,3,15,18,115
120,NYK,33,94,0.351,6,23,0.261,15,17,0.882,21,36,57,19,7,11,25,26,87
121,CHO,38,93,0.409,17,41,0.415,18,24,0.750,18,39,57,22,1,4,11,16,111
121,TOR,43,90,0.478,6,22,0.273,21,22,0.955,8,37,45,18,8,5,5,21,113
122,LAC,39,86,0.453,11,27,0.407,21,35,0.600,11,34,45,18,9,3,10,20,110
122,OKC,38,88,0.432,16,28,0.571,16,19,0.842,9,36,45,21,3,1,16,27,108
123,ORL,26,78,0.333,8,20,0.400,14,19,0.737,8,35,43,13,11,6,12,18,74
123,UTA,33,81,0.407,7,28,0.250,14,16,0.875,12,40,52,19,9,7,15,18,87
124,IND,39,88,0.443,5,19,0.263,22,23,0.957,4,36,40,23,14,3,13,28,105
124,PHI,36,86,0.419,11,32,0.344,26,31,0.839,13,41,54,24,7,6,19,21,109
125,POR,45,86,0.523,13,33,0.394,19,27,0.704,7,29,36,29,8,4,11,24,122
125,SAC,43,88,0.489,6,21,0.286,28,35,0.800,13,35,48,18,7,3,15,21,120
126,DET,32,76,0.421,5,25,0.200,17,21,0.810,9,33,42,14,2,4,11,14,86
126,SAS,36,81,0.444,9,20,0.450,15,19,0.789,10,35,45,24,8,2,8,13,96
127,CLE,36,86,0.419,14,33,0.424,19,26,0.731,13,34,47,16,9,6,15,21,105
127,WAS,38,87,0.437,3,15,0.200,15,19,0.789,10,36,46,16,7,5,15,21,94
128,ATL,48,95,0.505,13,32,0.406,8,14,0.571,15,37,52,31,10,6,16,14,117
128,PHI,36,83,0.434,11,29,0.379,13,20,0.650,10,29,39,21,14,4,19,20,96
129,CHI,39,97,0.402,5,15,0.333,23,25,0.920,15,37,52,21,7,6,10,20,106
129,WAS,38,91,0.418,4,13,0.308,15,18,0.833,13,36,49,19,3,7,12,22,95
130,DEN,36,84,0.429,9,25,0.360,14,19,0.737,14,28,42,15,6,4,15,14,95
130,DET,46,90,0.511,4,18,0.222,10,14,0.714,11,26,37,23,11,1,9,16,106
131,HOU,34,89,0.382,15,47,0.319,17,21,0.810,16,30,46,22,6,4,14,19,100
131,SAS,41,76,0.539,5,18,0.278,19,24,0.792,2,33,35,21,6,11,10,19,106
132,BOS,35,80,0.438,8,25,0.320,27,33,0.818,15,32,47,22,7,7,13,21,105
132,IND,36,86,0.419,6,27,0.222,21,28,0.750,11,29,40,17,9,9,13,22,99
133,MIA,38,81,0.469,5,17,0.294,10,19,0.526,4,35,39,21,5,4,8,17,91
133,UTA,40,81,0.494,6,20,0.300,16,19,0.842,6,39,45,12,5,4,9,19,102
134,MEM,35,78,0.449,6,30,0.200,20,21,0.952,3,29,32,20,8,4,13,26,96
134,MIL,36,68,0.529,7,18,0.389,27,36,0.750,5,30,35,20,9,5,12,20,106
135,LAC,40,76,0.526,11,24,0.458,28,37,0.757,9,33,42,25,7,4,14,19,119
135,MIN,40,89,0.449,8,22,0.364,17,21,0.810,15,24,39,26,11,3,13,31,105
136,LAL,52,94,0.553,16,30,0.533,6,7,0.857,10,37,47,36,8,5,10,17,126
136,NOP,39,90,0.433,6,20,0.300,15,19,0.789,12,30,42,20,4,5,10,10,99
137,BRK,40,84,0.476,16,37,0.432,26,30,0.867,6,49,55,22,6,10,17,19,122
137,PHO,40,107,0.374,8,33,0.242,16,21,0.762,17,38,55,23,9,3,12,20,104
138,NYK,44,97,0.454,7,23,0.304,12,16,0.750,17,32,49,19,3,2,16,23,107
138,TOR,39,83,0.470,7,22,0.318,33,38,0.868,11,33,44,18,10,6,11,20,118
139,CHO,36,95,0.379,11,29,0.379,10,12,0.833,10,35,45,23,7,3,5,19,93
139,CLE,39,92,0.424,14,38,0.368,8,15,0.533,12,41,53,25,3,8,9,13,100
140,GSW,45,87,0.517,16,33,0.485,27,31,0.871,8,35,43,32,8,7,16,20,133
140,PHO,46,90,0.511,8,24,0.333,20,26,0.769,8,30,38,27,10,3,13,29,120
141,LAL,33,71,0.465,8,24,0.333,25,30,0.833,5,34,39,16,6,5,17,31,99
141,MIN,42,80,0.525,13,27,0.481,28,42,0.667,9,35,44,28,10,4,10,19,125
142,OKC,47,92,0.511,7,25,0.280,16,26,0.615,12,30,42,22,4,6,10,19,117
142,ORL,46,86,0.535,11,24,0.458,16,20,0.800,8,30,38,24,4,7,9,20,119
143,DEN,36,91,0.396,11,29,0.379,22,29,0.759,16,43,59,11,4,6,18,25,105
143,POR,39,99,0.394,8,29,0.276,26,32,0.812,14,30,44,21,8,8,7,23,112
144,DET,43,92,0.467,5,16,0.312,13,16,0.812,4,43,47,25,4,9,9,14,104
144,OKC,33,88,0.375,5,27,0.185,17,22,0.773,13,38,51,16,3,6,15,21,88
